2026-05-23 08:56:41,877 [parser] reading multistream index from /mnt/data/downloads/enwiki-20260401-pages-articles-multistream-index.txt.bz2
2026-05-23 11:39:14,763 [parser] reading multistream index from /mnt/surge-data/enwiki-20260401-pages-articles-multistream-index.txt.bz2
2026-05-23 12:02:19,658 [parser] reading multistream index from /mnt/surge-data/enwiki-20260401-pages-articles-multistream-index.txt.bz2
2026-05-23 12:03:14,777 [parser] got 255166 unique offsets
2026-05-23 12:03:14,780 [parser] limited to first 10 offsets (test mode)
2026-05-23 12:03:16,170 [w325880] worker 9 block @10180767 decompress failed: 
2026-05-23 12:14:15,564 [parser] reading multistream index from /mnt/surge-data/enwiki-20260401-pages-articles-multistream-index.txt.bz2
2026-05-23 12:15:11,833 [parser] got 255166 unique offsets
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:41,705 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:41,926 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:44,125 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:45,925 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:48,622 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:49,468 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:50,862 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:52,612 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:53,719 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:55,317 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:56,472 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:56,845 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:56,983 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:57,379 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:57,563 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:58,187 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:58,452 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:59,363 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:59,753 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-23 23:59:59,942 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:00,044 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:00,271 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:00,466 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:00,631 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:00,852 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:01,123 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:01,291 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:01,478 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:01,558 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:01,850 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,081 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,244 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,408 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,607 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,786 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:02,995 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:03,176 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:03,341 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:03,548 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
  File "/home/stargazer/Desktop/surge-engine/wiki-parser/loader.py", line 52, in run
    execute_values(
    ~~~~~~~~~~~~~~^
        cur,
        ^^^^
    ...<3 lines>...
        page_size=500,
        ^^^^^^^^^^^^^^
    )
    ^
  File "/home/stargazer/Desktop/surge-engine/vectorizer-ai/.venv/lib64/python3.14/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
    ~~~~~~~~~~~^^^^^^^^^^^^^^^^^
psycopg2.errors.DataCorrupted: invalid page in block 1440 of relation "base/16384/118188"

2026-05-24 00:00:03,741 [loader] doc batch failed: invalid page in block 1440 of relation "base/16384/118188"
Traceback (most recent call last):
